image_path,pair_id,version,room_type,style_desc,style_primary,style_secondary,style_conf,style_evidence,prompt_fixed,prompt_fixed_style,split
/home/jupyter/dataset_lora/after/entryway__cfc7556545ba26d354_v0.jpg,cfc7556545ba26d354,v0,entryway,"deep blue and charcoal walls, dark wood flooring, industrial glass cylinder chandelier, contemporary game room",Contemporary,Traditional,medium,"Dark wood flooring, bold blue and black accent walls, geometric rug, linear glass chandelier, and classic wood staircase.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, deep blue and charcoal walls, dark wood flooring, industrial glass cylinder chandelier, contemporary game room",train
/home/jupyter/dataset_lora/after/entryway__cfc7556545ba26d354_v1.jpg,cfc7556545ba26d354,v1,entryway,"deep blue and charcoal walls, dark wood flooring, industrial glass cylinder chandelier, contemporary game room",Contemporary,Traditional,medium,"Dark wood flooring, bold blue and black accent walls, geometric rug, linear glass chandelier, and classic wood staircase.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, deep blue and charcoal walls, dark wood flooring, industrial glass cylinder chandelier, contemporary game room",train
/home/jupyter/dataset_lora/after/entryway__cfc7556545ba26d354_v2.jpg,cfc7556545ba26d354,v2,entryway,"deep blue and charcoal walls, dark wood flooring, industrial glass cylinder chandelier, contemporary game room",Contemporary,Traditional,medium,"Dark wood flooring, bold blue and black accent walls, geometric rug, linear glass chandelier, and classic wood staircase.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, deep blue and charcoal walls, dark wood flooring, industrial glass cylinder chandelier, contemporary game room",train
/home/jupyter/dataset_lora/after/entryway__cfc7556545ba26d354_v3.jpg,cfc7556545ba26d354,v3,entryway,"deep blue and charcoal walls, dark wood flooring, industrial glass cylinder chandelier, contemporary game room",Contemporary,Traditional,medium,"Dark wood flooring, bold blue and black accent walls, geometric rug, linear glass chandelier, and classic wood staircase.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, deep blue and charcoal walls, dark wood flooring, industrial glass cylinder chandelier, contemporary game room",train
/home/jupyter/dataset_lora/after/entryway__cfc7556545ba26d354_v4.jpg,cfc7556545ba26d354,v4,entryway,"deep blue and charcoal walls, dark wood flooring, industrial glass cylinder chandelier, contemporary game room",Contemporary,Traditional,medium,"Dark wood flooring, bold blue and black accent walls, geometric rug, linear glass chandelier, and classic wood staircase.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, deep blue and charcoal walls, dark wood flooring, industrial glass cylinder chandelier, contemporary game room",train
/home/jupyter/dataset_lora/after/entryway__fa09eaa0b82b8a58c6_orig.jpg,fa09eaa0b82b8a58c6,orig,entryway,"white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",Traditional,Contemporary,high,"Coffered wood ceiling, herringbone flooring, arched black door, traditional striped armchair, contemporary fireplace, and textured wallpaper.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",train
/home/jupyter/dataset_lora/after/entryway__fa09eaa0b82b8a58c6_v0.jpg,fa09eaa0b82b8a58c6,v0,entryway,"white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",Traditional,Contemporary,high,"Coffered wood ceiling, herringbone flooring, arched black door, traditional striped armchair, contemporary fireplace, and textured wallpaper.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",train
/home/jupyter/dataset_lora/after/entryway__fa09eaa0b82b8a58c6_v1.jpg,fa09eaa0b82b8a58c6,v1,entryway,"white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",Traditional,Contemporary,high,"Coffered wood ceiling, herringbone flooring, arched black door, traditional striped armchair, contemporary fireplace, and textured wallpaper.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",train
/home/jupyter/dataset_lora/after/entryway__fa09eaa0b82b8a58c6_v2.jpg,fa09eaa0b82b8a58c6,v2,entryway,"white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",Traditional,Contemporary,high,"Coffered wood ceiling, herringbone flooring, arched black door, traditional striped armchair, contemporary fireplace, and textured wallpaper.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",train
/home/jupyter/dataset_lora/after/entryway__fa09eaa0b82b8a58c6_v3.jpg,fa09eaa0b82b8a58c6,v3,entryway,"white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",Traditional,Contemporary,high,"Coffered wood ceiling, herringbone flooring, arched black door, traditional striped armchair, contemporary fireplace, and textured wallpaper.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",train
/home/jupyter/dataset_lora/after/entryway__fa09eaa0b82b8a58c6_v4.jpg,fa09eaa0b82b8a58c6,v4,entryway,"white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",Traditional,Contemporary,high,"Coffered wood ceiling, herringbone flooring, arched black door, traditional striped armchair, contemporary fireplace, and textured wallpaper.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",train
/home/jupyter/dataset_lora/after/game_room__8857847d510f6c7ab1_orig.jpg,8857847d510f6c7ab1,orig,game room,"warm greige walls, dark hand-scraped wood flooring, patterned orange area rug, modern track pendant lighting, transitional game room",Traditional,Contemporary,high,"Ornate wrought iron railings, dark wood flooring, classic pool table, neutral sofa, and modern track lighting fixtures.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm greige walls, dark hand-scraped wood flooring, patterned orange area rug, modern track pendant lighting, transitional game room",train
/home/jupyter/dataset_lora/after/game_room__8857847d510f6c7ab1_v0.jpg,8857847d510f6c7ab1,v0,game room,"warm greige walls, dark hand-scraped wood flooring, patterned orange area rug, modern track pendant lighting, transitional game room",Traditional,Contemporary,high,"Ornate wrought iron railings, dark wood flooring, classic pool table, neutral sofa, and modern track lighting fixtures.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm greige walls, dark hand-scraped wood flooring, patterned orange area rug, modern track pendant lighting, transitional game room",train
/home/jupyter/dataset_lora/after/game_room__8857847d510f6c7ab1_v1.jpg,8857847d510f6c7ab1,v1,game room,"warm greige walls, dark hand-scraped wood flooring, patterned orange area rug, modern track pendant lighting, transitional game room",Traditional,Contemporary,high,"Ornate wrought iron railings, dark wood flooring, classic pool table, neutral sofa, and modern track lighting fixtures.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm greige walls, dark hand-scraped wood flooring, patterned orange area rug, modern track pendant lighting, transitional game room",train
/home/jupyter/dataset_lora/after/game_room__8857847d510f6c7ab1_v2.jpg,8857847d510f6c7ab1,v2,game room,"warm greige walls, dark hand-scraped wood flooring, patterned orange area rug, modern track pendant lighting, transitional game room",Traditional,Contemporary,high,"Ornate wrought iron railings, dark wood flooring, classic pool table, neutral sofa, and modern track lighting fixtures.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm greige walls, dark hand-scraped wood flooring, patterned orange area rug, modern track pendant lighting, transitional game room",train
/home/jupyter/dataset_lora/after/game_room__8857847d510f6c7ab1_v3.jpg,8857847d510f6c7ab1,v3,game room,"warm greige walls, dark hand-scraped wood flooring, patterned orange area rug, modern track pendant lighting, transitional game room",Traditional,Contemporary,high,"Ornate wrought iron railings, dark wood flooring, classic pool table, neutral sofa, and modern track lighting fixtures.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm greige walls, dark hand-scraped wood flooring, patterned orange area rug, modern track pendant lighting, transitional game room",train
/home/jupyter/dataset_lora/after/game_room__8857847d510f6c7ab1_v4.jpg,8857847d510f6c7ab1,v4,game room,"warm greige walls, dark hand-scraped wood flooring, patterned orange area rug, modern track pendant lighting, transitional game room",Traditional,Contemporary,high,"Ornate wrought iron railings, dark wood flooring, classic pool table, neutral sofa, and modern track lighting fixtures.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, warm greige walls, dark hand-scraped wood flooring, patterned orange area rug, modern track pendant lighting, transitional game room",train
/home/jupyter/dataset_lora/after/game_room__fde132b90d574b8a44_orig.jpg,fde132b90d574b8a44,orig,game room,"Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",Traditional,Industrial,medium,"Dark wood flooring, plantation shutters, traditional pool table, paired with industrial linear pendant lights and a metal letter sign.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",train
/home/jupyter/dataset_lora/after/game_room__fde132b90d574b8a44_v0.jpg,fde132b90d574b8a44,v0,game room,"Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",Traditional,Industrial,medium,"Dark wood flooring, plantation shutters, traditional pool table, paired with industrial linear pendant lights and a metal letter sign.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",train
/home/jupyter/dataset_lora/after/game_room__fde132b90d574b8a44_v1.jpg,fde132b90d574b8a44,v1,game room,"Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",Traditional,Industrial,medium,"Dark wood flooring, plantation shutters, traditional pool table, paired with industrial linear pendant lights and a metal letter sign.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",train
/home/jupyter/dataset_lora/after/game_room__fde132b90d574b8a44_v2.jpg,fde132b90d574b8a44,v2,game room,"Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",Traditional,Industrial,medium,"Dark wood flooring, plantation shutters, traditional pool table, paired with industrial linear pendant lights and a metal letter sign.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",train
/home/jupyter/dataset_lora/after/game_room__fde132b90d574b8a44_v3.jpg,fde132b90d574b8a44,v3,game room,"Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",Traditional,Industrial,medium,"Dark wood flooring, plantation shutters, traditional pool table, paired with industrial linear pendant lights and a metal letter sign.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",train
/home/jupyter/dataset_lora/after/game_room__fde132b90d574b8a44_v4.jpg,fde132b90d574b8a44,v4,game room,"Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",Traditional,Industrial,medium,"Dark wood flooring, plantation shutters, traditional pool table, paired with industrial linear pendant lights and a metal letter sign.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",train
/home/jupyter/dataset_lora/after/kitchen__01ad18d62424b8f8a5_orig.jpg,01ad18d62424b8f8a5,orig,kitchen,"teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",Mid-Century Modern,Rustic,high,"Teal mosaic tile backsplash, flat-panel warm wood cabinets, stainless steel appliances, woven bamboo shade, and leather barstools.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",train
/home/jupyter/dataset_lora/after/kitchen__01ad18d62424b8f8a5_v0.jpg,01ad18d62424b8f8a5,v0,kitchen,"teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",Mid-Century Modern,Rustic,high,"Teal mosaic tile backsplash, flat-panel warm wood cabinets, stainless steel appliances, woven bamboo shade, and leather barstools.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",train
/home/jupyter/dataset_lora/after/kitchen__01ad18d62424b8f8a5_v1.jpg,01ad18d62424b8f8a5,v1,kitchen,"teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",Mid-Century Modern,Rustic,high,"Teal mosaic tile backsplash, flat-panel warm wood cabinets, stainless steel appliances, woven bamboo shade, and leather barstools.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",train
/home/jupyter/dataset_lora/after/kitchen__01ad18d62424b8f8a5_v2.jpg,01ad18d62424b8f8a5,v2,kitchen,"teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",Mid-Century Modern,Rustic,high,"Teal mosaic tile backsplash, flat-panel warm wood cabinets, stainless steel appliances, woven bamboo shade, and leather barstools.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",train
/home/jupyter/dataset_lora/after/kitchen__01ad18d62424b8f8a5_v3.jpg,01ad18d62424b8f8a5,v3,kitchen,"teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",Mid-Century Modern,Rustic,high,"Teal mosaic tile backsplash, flat-panel warm wood cabinets, stainless steel appliances, woven bamboo shade, and leather barstools.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",train
/home/jupyter/dataset_lora/after/kitchen__01ad18d62424b8f8a5_v4.jpg,01ad18d62424b8f8a5,v4,kitchen,"teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",Mid-Century Modern,Rustic,high,"Teal mosaic tile backsplash, flat-panel warm wood cabinets, stainless steel appliances, woven bamboo shade, and leather barstools.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",train
/home/jupyter/dataset_lora/after/kitchen__2566ae3554fd40716b_orig.jpg,2566ae3554fd40716b,orig,kitchen,"soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",Traditional,Contemporary,high,"White shaker cabinets, ornate crown molding, marble countertops, dark hardwood floors, and stainless steel appliances.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",train
/home/jupyter/dataset_lora/after/kitchen__2566ae3554fd40716b_v0.jpg,2566ae3554fd40716b,v0,kitchen,"soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",Traditional,Contemporary,high,"White shaker cabinets, ornate crown molding, marble countertops, dark hardwood floors, and stainless steel appliances.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",train
/home/jupyter/dataset_lora/after/kitchen__2566ae3554fd40716b_v1.jpg,2566ae3554fd40716b,v1,kitchen,"soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",Traditional,Contemporary,high,"White shaker cabinets, ornate crown molding, marble countertops, dark hardwood floors, and stainless steel appliances.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",train
/home/jupyter/dataset_lora/after/kitchen__2566ae3554fd40716b_v2.jpg,2566ae3554fd40716b,v2,kitchen,"soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",Traditional,Contemporary,high,"White shaker cabinets, ornate crown molding, marble countertops, dark hardwood floors, and stainless steel appliances.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",train
/home/jupyter/dataset_lora/after/kitchen__2566ae3554fd40716b_v3.jpg,2566ae3554fd40716b,v3,kitchen,"soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",Traditional,Contemporary,high,"White shaker cabinets, ornate crown molding, marble countertops, dark hardwood floors, and stainless steel appliances.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",train
/home/jupyter/dataset_lora/after/kitchen__2566ae3554fd40716b_v4.jpg,2566ae3554fd40716b,v4,kitchen,"soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",Traditional,Contemporary,high,"White shaker cabinets, ornate crown molding, marble countertops, dark hardwood floors, and stainless steel appliances.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",train
/home/jupyter/dataset_lora/after/kitchen__8d5174257e8f5d4ba2_orig.jpg,8d5174257e8f5d4ba2,orig,kitchen,"navy blue and white walls, white and dark wood shaker cabinetry, gray herringbone tile flooring, bronze pendant lighting, transitional",Traditional,Farmhouse,high,"White shaker cabinets, navy walls, dark wood island, herringbone tile floor, industrial pendant lights, and subway tile backsplash.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, navy blue and white walls, white and dark wood shaker cabinetry, gray herringbone tile flooring, bronze pendant lighting, transitional",train
/home/jupyter/dataset_lora/after/kitchen__8d5174257e8f5d4ba2_v0.jpg,8d5174257e8f5d4ba2,v0,kitchen,"navy blue and white walls, white and dark wood shaker cabinetry, gray herringbone tile flooring, bronze pendant lighting, transitional",Traditional,Farmhouse,high,"White shaker cabinets, navy walls, dark wood island, herringbone tile floor, industrial pendant lights, and subway tile backsplash.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, navy blue and white walls, white and dark wood shaker cabinetry, gray herringbone tile flooring, bronze pendant lighting, transitional",train
/home/jupyter/dataset_lora/after/kitchen__8d5174257e8f5d4ba2_v1.jpg,8d5174257e8f5d4ba2,v1,kitchen,"navy blue and white walls, white and dark wood shaker cabinetry, gray herringbone tile flooring, bronze pendant lighting, transitional",Traditional,Farmhouse,high,"White shaker cabinets, navy walls, dark wood island, herringbone tile floor, industrial pendant lights, and subway tile backsplash.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, navy blue and white walls, white and dark wood shaker cabinetry, gray herringbone tile flooring, bronze pendant lighting, transitional",train
/home/jupyter/dataset_lora/after/kitchen__8d5174257e8f5d4ba2_v2.jpg,8d5174257e8f5d4ba2,v2,kitchen,"navy blue and white walls, white and dark wood shaker cabinetry, gray herringbone tile flooring, bronze pendant lighting, transitional",Traditional,Farmhouse,high,"White shaker cabinets, navy walls, dark wood island, herringbone tile floor, industrial pendant lights, and subway tile backsplash.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, navy blue and white walls, white and dark wood shaker cabinetry, gray herringbone tile flooring, bronze pendant lighting, transitional",train
/home/jupyter/dataset_lora/after/kitchen__8d5174257e8f5d4ba2_v3.jpg,8d5174257e8f5d4ba2,v3,kitchen,"navy blue and white walls, white and dark wood shaker cabinetry, gray herringbone tile flooring, bronze pendant lighting, transitional",Traditional,Farmhouse,high,"White shaker cabinets, navy walls, dark wood island, herringbone tile floor, industrial pendant lights, and subway tile backsplash.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, navy blue and white walls, white and dark wood shaker cabinetry, gray herringbone tile flooring, bronze pendant lighting, transitional",train
/home/jupyter/dataset_lora/after/kitchen__8d5174257e8f5d4ba2_v4.jpg,8d5174257e8f5d4ba2,v4,kitchen,"navy blue and white walls, white and dark wood shaker cabinetry, gray herringbone tile flooring, bronze pendant lighting, transitional",Traditional,Farmhouse,high,"White shaker cabinets, navy walls, dark wood island, herringbone tile floor, industrial pendant lights, and subway tile backsplash.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, navy blue and white walls, white and dark wood shaker cabinetry, gray herringbone tile flooring, bronze pendant lighting, transitional",train
/home/jupyter/dataset_lora/after/kitchen__8e4a18cdf683b7367c_orig.jpg,8e4a18cdf683b7367c,orig,kitchen,"taupe walls with terracotta accent, white raised-panel cabinetry, granite countertops, brown tile flooring, recessed lighting, transitional",Traditional,Rustic,high,"White raised-panel cabinets, speckled granite countertops, tumbled stone tile backsplash, warm tile flooring, and a gooseneck faucet.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, taupe walls with terracotta accent, white raised-panel cabinetry, granite countertops, brown tile flooring, recessed lighting, transitional",train
/home/jupyter/dataset_lora/after/kitchen__8e4a18cdf683b7367c_v0.jpg,8e4a18cdf683b7367c,v0,kitchen,"taupe walls with terracotta accent, white raised-panel cabinetry, granite countertops, brown tile flooring, recessed lighting, transitional",Traditional,Rustic,high,"White raised-panel cabinets, speckled granite countertops, tumbled stone tile backsplash, warm tile flooring, and a gooseneck faucet.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, taupe walls with terracotta accent, white raised-panel cabinetry, granite countertops, brown tile flooring, recessed lighting, transitional",train
/home/jupyter/dataset_lora/after/kitchen__8e4a18cdf683b7367c_v1.jpg,8e4a18cdf683b7367c,v1,kitchen,"taupe walls with terracotta accent, white raised-panel cabinetry, granite countertops, brown tile flooring, recessed lighting, transitional",Traditional,Rustic,high,"White raised-panel cabinets, speckled granite countertops, tumbled stone tile backsplash, warm tile flooring, and a gooseneck faucet.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, taupe walls with terracotta accent, white raised-panel cabinetry, granite countertops, brown tile flooring, recessed lighting, transitional",train
/home/jupyter/dataset_lora/after/kitchen__8e4a18cdf683b7367c_v2.jpg,8e4a18cdf683b7367c,v2,kitchen,"taupe walls with terracotta accent, white raised-panel cabinetry, granite countertops, brown tile flooring, recessed lighting, transitional",Traditional,Rustic,high,"White raised-panel cabinets, speckled granite countertops, tumbled stone tile backsplash, warm tile flooring, and a gooseneck faucet.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, taupe walls with terracotta accent, white raised-panel cabinetry, granite countertops, brown tile flooring, recessed lighting, transitional",train
/home/jupyter/dataset_lora/after/kitchen__8e4a18cdf683b7367c_v3.jpg,8e4a18cdf683b7367c,v3,kitchen,"taupe walls with terracotta accent, white raised-panel cabinetry, granite countertops, brown tile flooring, recessed lighting, transitional",Traditional,Rustic,high,"White raised-panel cabinets, speckled granite countertops, tumbled stone tile backsplash, warm tile flooring, and a gooseneck faucet.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, taupe walls with terracotta accent, white raised-panel cabinetry, granite countertops, brown tile flooring, recessed lighting, transitional",train
/home/jupyter/dataset_lora/after/kitchen__8e4a18cdf683b7367c_v4.jpg,8e4a18cdf683b7367c,v4,kitchen,"taupe walls with terracotta accent, white raised-panel cabinetry, granite countertops, brown tile flooring, recessed lighting, transitional",Traditional,Rustic,high,"White raised-panel cabinets, speckled granite countertops, tumbled stone tile backsplash, warm tile flooring, and a gooseneck faucet.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, taupe walls with terracotta accent, white raised-panel cabinetry, granite countertops, brown tile flooring, recessed lighting, transitional",train
/home/jupyter/dataset_lora/after/kitchen__92ff1faf7aac6a0621_orig.jpg,92ff1faf7aac6a0621,orig,kitchen,"cream tile backsplash with brown accents, off-white shaker cabinetry, dark wood flooring, warm under-cabinet lighting, transitional kitchen",Traditional,Farmhouse,high,"Arched raised-panel cabinets, granite countertops, and decorative tile borders pair with cup pulls and stainless steel appliances.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, cream tile backsplash with brown accents, off-white shaker cabinetry, dark wood flooring, warm under-cabinet lighting, transitional kitchen",train
/home/jupyter/dataset_lora/after/kitchen__92ff1faf7aac6a0621_v0.jpg,92ff1faf7aac6a0621,v0,kitchen,"cream tile backsplash with brown accents, off-white shaker cabinetry, dark wood flooring, warm under-cabinet lighting, transitional kitchen",Traditional,Farmhouse,high,"Arched raised-panel cabinets, granite countertops, and decorative tile borders pair with cup pulls and stainless steel appliances.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, cream tile backsplash with brown accents, off-white shaker cabinetry, dark wood flooring, warm under-cabinet lighting, transitional kitchen",train
/home/jupyter/dataset_lora/after/kitchen__92ff1faf7aac6a0621_v1.jpg,92ff1faf7aac6a0621,v1,kitchen,"cream tile backsplash with brown accents, off-white shaker cabinetry, dark wood flooring, warm under-cabinet lighting, transitional kitchen",Traditional,Farmhouse,high,"Arched raised-panel cabinets, granite countertops, and decorative tile borders pair with cup pulls and stainless steel appliances.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, cream tile backsplash with brown accents, off-white shaker cabinetry, dark wood flooring, warm under-cabinet lighting, transitional kitchen",train
/home/jupyter/dataset_lora/after/kitchen__92ff1faf7aac6a0621_v2.jpg,92ff1faf7aac6a0621,v2,kitchen,"cream tile backsplash with brown accents, off-white shaker cabinetry, dark wood flooring, warm under-cabinet lighting, transitional kitchen",Traditional,Farmhouse,high,"Arched raised-panel cabinets, granite countertops, and decorative tile borders pair with cup pulls and stainless steel appliances.","photorealistic renovated interior, professional real estate photography, high detail","photorealistic renovated interior, professional real estate photography, high detail, cream tile backsplash with brown accents, off-white shaker cabinetry, dark wood flooring, warm under-cabinet lighting, transitional kitchen",train
